Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	402 ms		Content: America fred 66061 50
     [java] Duration:	1 ms		Content: America fred 646252 42
     [java] Duration:	2 ms		Content: America fred 856315 51
     [java] Duration:	2 ms		Content: America dave 838144 32
     [java] Duration:	1 ms		Content: America bob 594127 37
     [java] Duration:	2 ms		Content: America harry 304532 50
     [java] Duration:	2 ms		Content: America bob 609261 39
     [java] Duration:	2 ms		Content: America harry 20771 53
     [java] Duration:	2 ms		Content: America bob 298701 46
     [java] Duration:	2 ms		Content: America bob 919457 30
     [java] Duration:	2 ms		Content: America fred 119609 56
     [java] Duration:	2 ms		Content: America dave 132206 54
     [java] Duration:	2 ms		Content: America bob 938953 59
     [java] Duration:	2 ms		Content: America bob 193712 53
     [java] Duration:	2 ms		Content: America harry 315158 58
     [java] Duration:	2 ms		Content: America dave 16825 36
     [java] Duration:	2 ms		Content: America fred 49393 59
     [java] Duration:	2 ms		Content: America fred 687321 37
     [java] Duration:	2 ms		Content: America bob 457543 49
     [java] Duration:	1 ms		Content: America bob 389294 59
     [java] Duration:	2 ms		Content: America bob 540396 31
     [java] Duration:	2 ms		Content: America dave 860769 51
     [java] Duration:	1 ms		Content: America dave 342618 37
     [java] Duration:	2 ms		Content: America bob 412470 43
     [java] Duration:	2 ms		Content: America bob 265844 35
     [java] Duration:	2 ms		Content: America harry 751168 42
     [java] Duration:	2 ms		Content: America bob 159250 50
     [java] Duration:	2 ms		Content: America dave 794428 35
     [java] Duration:	2 ms		Content: America bob 1012952 47
     [java] Duration:	2 ms		Content: America dave 539284 43
     [java] Duration:	2 ms		Content: America bob 789399 48
     [java] Duration:	2 ms		Content: America bob 428150 39
     [java] Duration:	12 ms		Content: America fred 3150 58
     [java] Duration:	2 ms		Content: America harry 676060 44
     [java] Duration:	2 ms		Content: America fred 117265 30
     [java] Duration:	2 ms		Content: America harry 886629 36
     [java] Duration:	2 ms		Content: America harry 640888 31
     [java] Duration:	2 ms		Content: America dave 233181 31
     [java] Duration:	2 ms		Content: America dave 685608 58
     [java] Duration:	2 ms		Content: America harry 632663 56
     [java] Duration:	2 ms		Content: America dave 42142 58
     [java] Duration:	25 ms		Content: America fred 891599 57
     [java] Duration:	2 ms		Content: America bob 661639 59
     [java] Duration:	2 ms		Content: America fred 679172 31
     [java] Duration:	2 ms		Content: America bob 406570 55
     [java] Duration:	2 ms		Content: America fred 150013 49
     [java] Duration:	2 ms		Content: America fred 437434 41
     [java] Duration:	2 ms		Content: America fred 191927 46
     [java] Duration:	2 ms		Content: America dave 314012 39
     [java] Duration:	1 ms		Content: America harry 364606 45
     [java] Duration:	2 ms		Content: America dave 578793 58
     [java] Duration:	2 ms		Content: America fred 673811 42
     [java] Duration:	2 ms		Content: America bob 134306 55
     [java] Duration:	2 ms		Content: America harry 687802 32
     [java] Duration:	2 ms		Content: America bob 997822 59
     [java] Duration:	11 ms		Content: America fred 575344 52
     [java] Duration:	2 ms		Content: America dave 53297 31
     [java] Duration:	2 ms		Content: America bob 557355 44
     [java] Duration:	2 ms		Content: America bob 872529 34
     [java] Duration:	2 ms		Content: America harry 107884 46
     [java] Duration:	2 ms		Content: America bob 74614 36
     [java] Duration:	2 ms		Content: America bob 138838 43
     [java] Duration:	2 ms		Content: America bob 689754 47
     [java] Duration:	1 ms		Content: America dave 255667 38
     [java] Duration:	2 ms		Content: America dave 163368 44
     [java] Duration:	2 ms		Content: America harry 646825 36
     [java] Duration:	2 ms		Content: America fred 297700 30
     [java] Duration:	2 ms		Content: America bob 1023002 43
     [java] Duration:	1 ms		Content: America dave 870190 36
     [java] Duration:	2 ms		Content: America fred 411414 30
     [java] Duration:	2 ms		Content: America dave 492468 39
     [java] Duration:	2 ms		Content: America bob 844839 31
     [java] Duration:	1 ms		Content: America bob 1000406 30
     [java] Duration:	2 ms		Content: America bob 750026 39
     [java] Duration:	2 ms		Content: America bob 12542 39
     [java] Duration:	2 ms		Content: America harry 489116 33
     [java] Duration:	2 ms		Content: America harry 740024 40
     [java] Duration:	24 ms		Content: America fred 188208 45
     [java] Duration:	2 ms		Content: America dave 966270 54
     [java] Duration:	2 ms		Content: America bob 897065 58
     [java] Duration:	2 ms		Content: America dave 821018 42
     [java] Duration:	2 ms		Content: America dave 688804 53
     [java] Duration:	2 ms		Content: America dave 753167 57
     [java] Duration:	2 ms		Content: America bob 512885 34
     [java] Duration:	2 ms		Content: America harry 871977 44
     [java] Duration:	2 ms		Content: America fred 1012866 45
     [java] Duration:	2 ms		Content: America harry 63644 42
     [java] Duration:	2 ms		Content: America harry 199307 55
     [java] Duration:	3 ms		Content: America harry 86407 50
     [java] Duration:	3 ms		Content: America fred 686546 46
     [java] Duration:	2 ms		Content: America fred 416519 44
     [java] Duration:	2 ms		Content: America bob 255097 32
     [java] Duration:	2 ms		Content: America dave 192148 39
     [java] Duration:	2 ms		Content: America fred 712049 39
     [java] Duration:	2 ms		Content: America bob 112837 36
     [java] Duration:	2 ms		Content: America bob 694838 43
     [java] Duration:	2 ms		Content: America fred 478126 35
     [java] Duration:	2 ms		Content: America harry 772812 46
     [java] Duration:	2 ms		Content: America fred 8744 39
     [java] Duration:	2 ms		Content: America bob 399385 42
     [java] Duration:	2 ms		Content: America bob 30707 45
     [java] Duration:	2 ms		Content: America fred 596817 50
     [java] Duration:	2 ms		Content: America bob 70664 40
     [java] Duration:	3 ms		Content: America fred 270858 30
     [java] Duration:	2 ms		Content: America fred 994139 52
     [java] Duration:	3 ms		Content: America harry 571767 53
     [java] Duration:	2 ms		Content: America harry 525868 54
     [java] Duration:	2 ms		Content: America dave 535601 33
     [java] Duration:	2 ms		Content: America harry 927729 57
     [java] Duration:	2 ms		Content: America fred 426683 57
     [java] Duration:	2 ms		Content: America harry 18695 39
     [java] Duration:	2 ms		Content: America fred 1029221 32
     [java] Duration:	2 ms		Content: America harry 159134 38
     [java] Duration:	2 ms		Content: America dave 643409 48
     [java] Duration:	2 ms		Content: America fred 77460 33
     [java] Duration:	2 ms		Content: America fred 183707 32
     [java] Duration:	2 ms		Content: America dave 525429 38
     [java] Duration:	2 ms		Content: America dave 537122 50
     [java] Duration:	2 ms		Content: America fred 563409 59
     [java] Duration:	2 ms		Content: America bob 1026722 34
     [java] Duration:	1 ms		Content: America bob 616857 38
     [java] Duration:	2 ms		Content: America fred 632980 38
     [java] Duration:	2 ms		Content: America dave 798470 39
     [java] Duration:	2 ms		Content: America fred 953337 58
     [java] Duration:	2 ms		Content: America harry 900315 51
     [java] Duration:	2 ms		Content: America fred 811802 59
     [java] Duration:	2 ms		Content: America harry 728382 51
     [java] Duration:	2 ms		Content: America fred 756228 45
     [java] Duration:	2 ms		Content: America bob 97490 33
     [java] Duration:	2 ms		Content: America bob 183730 34
     [java] Duration:	2 ms		Content: America bob 430998 49
     [java] Duration:	2 ms		Content: America fred 593168 34
     [java] Duration:	2 ms		Content: America dave 557222 39
     [java] Duration:	25 ms		Content: America dave 861863 58
     [java] Duration:	2 ms		Content: America dave 209054 38
     [java] Duration:	1 ms		Content: America bob 58199 55
     [java] Duration:	4 ms		Content: America harry 738822 34
     [java] Duration:	1 ms		Content: America dave 229770 37
     [java] Duration:	2 ms		Content: America dave 774111 50
     [java] Duration:	2 ms		Content: America harry 790288 56
     [java] Duration:	2 ms		Content: America dave 174755 37
     [java] Duration:	1 ms		Content: America bob 893166 45
     [java] Duration:	1 ms		Content: America dave 741040 41
     [java] Duration:	2 ms		Content: America bob 564921 50
     [java] Duration:	2 ms		Content: America dave 825166 41
     [java] Duration:	2 ms		Content: America fred 74934 54
     [java] Duration:	3 ms		Content: America fred 586439 39
     [java] Duration:	2 ms		Content: America fred 1043762 33
     [java] Duration:	24 ms		Content: America fred 168774 58
     [java] Duration:	1 ms		Content: America bob 318647 56
     [java] Duration:	2 ms		Content: America fred 928427 54
     [java] Duration:	2 ms		Content: America harry 657635 30
     [java] Duration:	2 ms		Content: America bob 851059 33
     [java] Duration:	2 ms		Content: America dave 66132 33
     [java] Duration:	2 ms		Content: America fred 398541 58
     [java] Duration:	2 ms		Content: America harry 65027 32
     [java] Duration:	2 ms		Content: America dave 971065 34
     [java] Duration:	2 ms		Content: America dave 643861 35
     [java] Duration:	2 ms		Content: America dave 723537 45
     [java] Duration:	2 ms		Content: America harry 88912 56
     [java] Duration:	2 ms		Content: America bob 419426 42
     [java] Duration:	2 ms		Content: America fred 353957 38
     [java] Duration:	2 ms		Content: America dave 363212 59
     [java] Duration:	2 ms		Content: America bob 935618 53
     [java] Duration:	2 ms		Content: America harry 434912 37
     [java] Duration:	2 ms		Content: America bob 673683 40
     [java] Duration:	2 ms		Content: America harry 346577 56
     [java] Duration:	2 ms		Content: America bob 351401 35
     [java] Duration:	1 ms		Content: America dave 901259 46
     [java] Duration:	2 ms		Content: America harry 308200 37
     [java] Duration:	2 ms		Content: America dave 97026 57
     [java] Duration:	2 ms		Content: America fred 566065 50
     [java] Duration:	2 ms		Content: America harry 864209 48
     [java] Duration:	2 ms		Content: America bob 105813 52
     [java] Duration:	1 ms		Content: America bob 737391 32
     [java] Duration:	2 ms		Content: America harry 465616 44
     [java] Duration:	2 ms		Content: America harry 583963 37
     [java] Duration:	2 ms		Content: America harry 289738 56
     [java] Duration:	2 ms		Content: America fred 296525 40
     [java] Duration:	2 ms		Content: America fred 763182 37
     [java] Duration:	2 ms		Content: America bob 640263 46
     [java] Duration:	2 ms		Content: America dave 380276 55
     [java] Duration:	2 ms		Content: America fred 561610 44
     [java] Duration:	2 ms		Content: America harry 1025004 58
     [java] Duration:	1 ms		Content: America dave 47334 42
     [java] Duration:	2 ms		Content: America bob 255953 50
     [java] Duration:	2 ms		Content: America bob 641898 55
     [java] Duration:	2 ms		Content: America fred 856971 59
     [java] Duration:	2 ms		Content: America harry 139967 31
     [java] Duration:	2 ms		Content: America fred 469773 43
     [java] Duration:	2 ms		Content: America dave 215957 37
     [java] Duration:	2 ms		Content: America dave 133074 44
     [java] Duration:	5 ms		Content: America dave 949230 44
     [java] Duration:	2 ms		Content: America harry 114469 52
     [java] Duration:	2 ms		Content: America dave 761388 54
     [java] Duration:	3 ms		Content: America bob 332652 32
     [java] Duration:	2 ms		Content: America dave 419542 42
     [java] Duration:	2 ms		Content: America bob 763221 30
     [java] Duration:	2 ms		Content: America harry 132027 34
     [java] Duration:	1 ms		Content: America bob 249660 33
     [java] Duration:	2 ms		Content: America fred 814932 32
     [java] Duration:	2 ms		Content: America dave 236552 40
     [java] Duration:	2 ms		Content: America bob 974972 51
     [java] Duration:	2 ms		Content: America bob 502683 49
     [java] Duration:	2 ms		Content: America bob 529044 44
     [java] Duration:	1 ms		Content: America dave 1031192 38
     [java] Duration:	2 ms		Content: America fred 753332 47
     [java] Duration:	2 ms		Content: America dave 227854 54
     [java] Duration:	2 ms		Content: America dave 36265 48
     [java] Duration:	20 ms		Content: America fred 165742 45
     [java] Duration:	2 ms		Content: America dave 720639 55
     [java] Duration:	2 ms		Content: America harry 29992 51
     [java] Duration:	2 ms		Content: America dave 466607 52
     [java] Duration:	2 ms		Content: America fred 941823 53
     [java] Duration:	2 ms		Content: America harry 408060 50
     [java] Duration:	2 ms		Content: America harry 227886 42
     [java] Duration:	2 ms		Content: America bob 9837 42
     [java] Duration:	2 ms		Content: America fred 357646 55
     [java] Duration:	2 ms		Content: America bob 796502 46
     [java] Duration:	2 ms		Content: America bob 716995 42
     [java] Duration:	2 ms		Content: America bob 66688 36
     [java] Duration:	2 ms		Content: America dave 881662 54
     [java] Duration:	20 ms		Content: America fred 494217 51
     [java] Duration:	2 ms		Content: America bob 558129 42
     [java] Duration:	5 ms		Content: America harry 618915 49
     [java] Duration:	2 ms		Content: America dave 597578 39
     [java] Duration:	2 ms		Content: America harry 418241 54
     [java] Duration:	2 ms		Content: America dave 859166 58
     [java] Duration:	2 ms		Content: America fred 923448 39
     [java] Duration:	2 ms		Content: America dave 968017 36
     [java] Duration:	2 ms		Content: America fred 971547 41
     [java] Duration:	2 ms		Content: America harry 783182 37
     [java] Duration:	2 ms		Content: America bob 427105 51
     [java] Duration:	2 ms		Content: America bob 458317 37
     [java] Duration:	2 ms		Content: America dave 314386 45
     [java] Duration:	2 ms		Content: America fred 427716 38
     [java] Duration:	2 ms		Content: America dave 621555 43
     [java] Duration:	2 ms		Content: America harry 826203 39
     [java] Duration:	2 ms		Content: America dave 633414 39
     [java] Duration:	2 ms		Content: America fred 942577 32
     [java] Duration:	2 ms		Content: America fred 704298 48
     [java] Duration:	2 ms		Content: America harry 886218 37
     [java] Duration:	1 ms		Content: America dave 18382 58
     [java] Duration:	2 ms		Content: America fred 281026 41
     [java] Duration:	2 ms		Content: America harry 1016734 32
     [java] Duration:	1 ms		Content: America bob 412369 31
     [java] Duration:	2 ms		Content: America fred 105508 56
     [java] Duration:	2 ms		Content: America harry 752719 43
     [java] Duration:	2 ms		Content: America bob 66311 39
     [java] Duration:	2 ms		Content: America dave 614572 51
     [java] Duration:	2 ms		Content: America bob 295258 54
     [java] Duration:	3 ms		Content: America harry 649597 42
     [java] Duration:	2 ms		Content: America fred 859509 52
     [java] Duration:	2 ms		Content: America dave 230285 33
     [java] Duration:	2 ms		Content: America dave 755575 32
     [java] Duration:	3 ms		Content: America harry 947804 40
     [java] Duration:	2 ms		Content: America fred 896560 51
     [java] Duration:	2 ms		Content: America dave 715812 44
     [java] Duration:	3 ms		Content: America fred 84503 33
     [java] Duration:	2 ms		Content: America fred 19744 54
     [java] Duration:	2 ms		Content: America dave 625936 57
     [java] Duration:	4 ms		Content: America harry 864368 30
     [java] Duration:	2 ms		Content: America fred 748077 39
     [java] Duration:	2 ms		Content: America harry 946817 56
     [java] Duration:	2 ms		Content: America bob 759083 59
     [java] Duration:	10 ms		Content: America harry 769902 40
     [java] Duration:	2 ms		Content: America harry 578374 31
     [java] Duration:	2 ms		Content: America fred 957169 39
     [java] Duration:	1 ms		Content: America bob 99020 37
     [java] Duration:	2 ms		Content: America harry 539807 47
     [java] Duration:	1 ms		Content: America dave 902440 46
     [java] Duration:	1 ms		Content: America dave 756337 37
     [java] Duration:	2 ms		Content: America fred 450878 51
     [java] Duration:	2 ms		Content: America fred 945583 45
     [java] Duration:	2 ms		Content: America fred 617373 59
     [java] Duration:	2 ms		Content: America harry 322817 52
     [java] Duration:	2 ms		Content: America fred 534913 31
     [java] Duration:	2 ms		Content: America dave 104089 54
     [java] Duration:	2 ms		Content: America harry 627478 46
     [java] Duration:	2 ms		Content: America bob 3971 41
     [java] Duration:	2 ms		Content: America dave 782621 54
     [java] Duration:	2 ms		Content: America harry 420684 35
     [java] Duration:	2 ms		Content: America dave 718187 33
     [java] Duration:	2 ms		Content: America dave 423304 56
     [java] Duration:	2 ms		Content: America harry 1028183 41
     [java] Duration:	2 ms		Content: America fred 216431 52
     [java] Duration:	2 ms		Content: America harry 205392 40
     [java] Duration:	1 ms		Content: America harry 916461 58
     [java] Duration:	2 ms		Content: America fred 724129 40
     [java] Duration:	2 ms		Content: America bob 476445 51
     [java] Duration:	2 ms		Content: America dave 876322 41
     [java] Duration:	2 ms		Content: America bob 511567 45
     [java] Duration:	17 ms		Content: America fred 478117 33
     [java] Duration:	2 ms		Content: America fred 567421 41
     [java] Duration:	2 ms		Content: America fred 62867 30
     [java] Duration:	3 ms		Content: America dave 946743 56
     [java] Duration:	1 ms		Content: America dave 258177 31
     [java] Duration:	2 ms		Content: America harry 596945 46
     [java] Duration:	2 ms		Content: America fred 392247 41
     [java] Duration:	1 ms		Content: America bob 971411 47
     [java] Duration:	24 ms		Content: America dave 564143 35
     [java] Duration:	2 ms		Content: America bob 695839 33
     [java] Duration:	2 ms		Content: America dave 9076 46
     [java] Duration:	2 ms		Content: America bob 35937 53
     [java] Duration:	2 ms		Content: America fred 387799 49
     [java] Duration:	2 ms		Content: America dave 825846 47
     [java] Duration:	2 ms		Content: America fred 372774 40
     [java] Duration:	2 ms		Content: America bob 755379 40
     [java] Duration:	1 ms		Content: America dave 646193 41
     [java] Duration:	2 ms		Content: America bob 463259 55
     [java] Duration:	2 ms		Content: America bob 360564 47
     [java] Duration:	2 ms		Content: America harry 368628 58
     [java] Duration:	2 ms		Content: America fred 161117 38
     [java] Duration:	2 ms		Content: America fred 155378 35
     [java] Duration:	2 ms		Content: America harry 618889 35
     [java] Duration:	1 ms		Content: America fred 865552 32
     [java] Duration:	2 ms		Content: America bob 340869 47
     [java] Duration:	2 ms		Content: America bob 246976 40
     [java] Duration:	1 ms		Content: America dave 799632 44
     [java] Duration:	2 ms		Content: America bob 229510 50
     [java] Duration:	5 ms		Content: America bob 585282 38
     [java] Duration:	2 ms		Content: America dave 73045 39
     [java] Duration:	3 ms		Content: America harry 638746 41
     [java] Duration:	2 ms		Content: America fred 265087 33
     [java] Duration:	2 ms		Content: America bob 1043545 52
     [java] Duration:	2 ms		Content: America bob 126347 39
     [java] Duration:	2 ms		Content: America dave 600364 44
     [java] Duration:	2 ms		Content: America fred 601591 56
     [java] Duration:	2 ms		Content: America dave 148586 45
     [java] Duration:	2 ms		Content: America dave 683756 50
     [java] Duration:	2 ms		Content: America harry 799875 48
     [java] Duration:	1 ms		Content: America dave 927915 35
     [java] Duration:	2 ms		Content: America dave 415936 48
     [java] Duration:	2 ms		Content: America harry 58423 57
     [java] Duration:	2 ms		Content: America bob 339006 54
     [java] Duration:	4 ms		Content: America harry 1032142 32
     [java] Duration:	2 ms		Content: America bob 729107 30
     [java] Duration:	2 ms		Content: America fred 42209 34
     [java] Duration:	2 ms		Content: America dave 295129 59
     [java] Duration:	2 ms		Content: America harry 994506 37
     [java] Duration:	2 ms		Content: America harry 692624 48
     [java] Duration:	2 ms		Content: America fred 877069 47
     [java] Duration:	2 ms		Content: America fred 868756 32
     [java] Duration:	2 ms		Content: America bob 541467 43
     [java] Duration:	2 ms		Content: America harry 672927 39
     [java] Duration:	2 ms		Content: America bob 1023582 52
     [java] Duration:	2 ms		Content: America harry 496805 59
     [java] Duration:	2 ms		Content: America dave 197889 37
     [java] Duration:	2 ms		Content: America bob 866527 57
     [java] Duration:	2 ms		Content: America harry 1002861 44
     [java] Duration:	1 ms		Content: America fred 668955 59
     [java] Duration:	2 ms		Content: America harry 500791 50
     [java] Duration:	2 ms		Content: America dave 498813 30
     [java] Duration:	2 ms		Content: America bob 521223 56
     [java] Duration:	2 ms		Content: America bob 323933 30
     [java] Duration:	23 ms		Content: America harry 1035482 51
     [java] Duration:	2 ms		Content: America fred 1038984 58
     [java] Duration:	2 ms		Content: America bob 136015 40
     [java] Duration:	2 ms		Content: America bob 335098 37
     [java] Duration:	2 ms		Content: America harry 762311 34
     [java] Duration:	2 ms		Content: America fred 431108 54
     [java] Duration:	2 ms		Content: America bob 428709 34
     [java] Duration:	2 ms		Content: America fred 432163 33
     [java] Duration:	2 ms		Content: America fred 1000743 48
     [java] Duration:	2 ms		Content: America dave 555413 57
     [java] Duration:	2 ms		Content: America bob 201401 39
     [java] Duration:	2 ms		Content: America dave 453235 49
     [java] Duration:	2 ms		Content: America dave 469599 33
     [java] Duration:	2 ms		Content: America dave 793634 46
     [java] Duration:	2 ms		Content: America dave 713592 39
     [java] Duration:	2 ms		Content: America fred 10681 41
     [java] Duration:	2 ms		Content: America harry 951232 38
     [java] Duration:	2 ms		Content: America dave 347502 51
     [java] Duration:	1 ms		Content: America fred 434811 35
     [java] Duration:	2 ms		Content: America harry 848990 31
     [java] Duration:	2 ms		Content: America fred 92709 48
     [java] Duration:	2 ms		Content: America bob 385471 36
     [java] Duration:	2 ms		Content: America fred 279669 55
     [java] Duration:	2 ms		Content: America harry 613755 54
     [java] Duration:	2 ms		Content: America harry 664422 48
     [java] Duration:	2 ms		Content: America bob 435626 39
     [java] Duration:	2 ms		Content: America harry 966028 33
     [java] Duration:	2 ms		Content: America fred 768801 57
     [java] Duration:	2 ms		Content: America fred 602583 32
     [java] Duration:	2 ms		Content: America bob 850623 30
     [java] Duration:	2 ms		Content: America dave 71395 39
     [java] Duration:	2 ms		Content: America harry 985421 58
     [java] Duration:	2 ms		Content: America bob 417600 58
     [java] Duration:	2 ms		Content: America bob 745323 38
     [java] Duration:	2 ms		Content: America fred 943745 31
     [java] Duration:	2 ms		Content: America harry 784897 59
     [java] Duration:	2 ms		Content: America harry 935058 57
     [java] Duration:	2 ms		Content: America bob 687461 56
     [java] Duration:	2 ms		Content: America fred 827060 55
     [java] Duration:	2 ms		Content: America bob 34894 30
     [java] Duration:	2 ms		Content: America fred 862532 35
     [java] Duration:	2 ms		Content: America harry 150296 50
     [java] Duration:	2 ms		Content: America harry 677465 36
     [java] Duration:	2 ms		Content: America fred 290234 32
     [java] Duration:	1 ms		Content: America dave 753078 33
     [java] Duration:	2 ms		Content: America harry 535328 36
     [java] Duration:	2 ms		Content: America harry 356590 38
     [java] Duration:	2 ms		Content: America bob 352832 52
     [java] Duration:	2 ms		Content: America fred 552691 57
     [java] Duration:	2 ms		Content: America fred 546147 31
     [java] Duration:	2 ms		Content: America fred 167716 32
     [java] Duration:	1 ms		Content: America bob 822312 57
     [java] Duration:	2 ms		Content: America harry 1025106 30
     [java] Duration:	2 ms		Content: America fred 166788 37
     [java] Duration:	2 ms		Content: America bob 185240 55
     [java] Duration:	2 ms		Content: America fred 567669 54
     [java] Duration:	2 ms		Content: America dave 811974 32
     [java] Duration:	2 ms		Content: America dave 14957 53
     [java] Duration:	2 ms		Content: America bob 61123 37
     [java] Duration:	2 ms		Content: America harry 113910 41
     [java] Duration:	2 ms		Content: America harry 992618 39
     [java] Duration:	2 ms		Content: America fred 297039 37
     [java] Duration:	2 ms		Content: America harry 554356 53
     [java] Duration:	2 ms		Content: America fred 301363 45
     [java] Duration:	24 ms		Content: America harry 314537 35
     [java] Duration:	2 ms		Content: America bob 327156 46
     [java] Duration:	2 ms		Content: America harry 975424 50
     [java] Duration:	2 ms		Content: America fred 620325 33
     [java] Duration:	2 ms		Content: America harry 971395 58
     [java] Duration:	2 ms		Content: America dave 970616 36
     [java] Duration:	2 ms		Content: America harry 962559 56
     [java] Duration:	2 ms		Content: America dave 103001 37
     [java] Duration:	2 ms		Content: America harry 584687 42
     [java] Duration:	2 ms		Content: America dave 808806 58
     [java] Duration:	2 ms		Content: America dave 1039876 32
     [java] Duration:	2 ms		Content: America dave 981843 37
     [java] Duration:	2 ms		Content: America dave 468430 54
     [java] Duration:	19 ms		Content: America harry 979965 50
     [java] Duration:	2 ms		Content: America harry 641533 51
     [java] Duration:	2 ms		Content: America bob 1026108 47
     [java] Duration:	2 ms		Content: America fred 774411 49
     [java] Duration:	2 ms		Content: America dave 111797 53
     [java] Duration:	2 ms		Content: America fred 1000283 35
     [java] Duration:	2 ms		Content: America fred 210589 40
     [java] Duration:	2 ms		Content: America bob 553298 42
     [java] Duration:	2 ms		Content: America dave 227959 46
     [java] Duration:	2 ms		Content: America dave 816394 32
     [java] Duration:	2 ms		Content: America harry 99210 33
     [java] Duration:	2 ms		Content: America bob 160647 56
     [java] Duration:	2 ms		Content: America dave 355027 34
     [java] Duration:	2 ms		Content: America bob 450463 32
     [java] Duration:	2 ms		Content: America harry 44542 57
     [java] Duration:	2 ms		Content: America harry 705147 37
     [java] Duration:	2 ms		Content: America harry 700984 39
     [java] Duration:	2 ms		Content: America bob 66684 59
     [java] Duration:	2 ms		Content: America harry 685340 35
     [java] Duration:	2 ms		Content: America bob 926849 49
     [java] Duration:	2 ms		Content: America fred 925364 59
     [java] Duration:	2 ms		Content: America harry 996717 32
     [java] Duration:	2 ms		Content: America harry 271885 46
     [java] Duration:	2 ms		Content: America bob 10090 43
     [java] Duration:	2 ms		Content: America harry 159714 31
     [java] Duration:	2 ms		Content: America fred 106493 42
     [java] Duration:	2 ms		Content: America bob 534166 38
     [java] Duration:	2 ms		Content: America harry 34335 50
     [java] Duration:	2 ms		Content: America fred 812464 47
     [java] Duration:	2 ms		Content: America fred 803908 39
     [java] Duration:	2 ms		Content: America dave 855799 38
     [java] Duration:	2 ms		Content: America bob 354141 35
     [java] Duration:	2 ms		Content: America fred 946772 51
     [java] Duration:	2 ms		Content: America harry 129095 30
     [java] Duration:	2 ms		Content: America dave 158386 56
     [java] Duration:	2 ms		Content: America bob 416850 44
     [java] Duration:	1 ms		Content: America dave 135220 56
     [java] Duration:	2 ms		Content: America harry 34538 59
     [java] Duration:	2 ms		Content: America dave 954517 57
     [java] Duration:	2 ms		Content: America fred 795561 45
     [java] Duration:	2 ms		Content: America bob 159438 53
     [java] Duration:	2 ms		Content: America bob 313424 53
     [java] Duration:	2 ms		Content: America dave 607006 48
     [java] Duration:	1 ms		Content: America bob 11854 50
     [java] Duration:	2 ms		Content: America bob 1017226 53
     [java] Duration:	2 ms		Content: America harry 812286 48
     [java] Duration:	2 ms		Content: America harry 222848 55
     [java] Duration:	2 ms		Content: America dave 113283 59
     [java] Duration:	2 ms		Content: America bob 750881 41
     [java] Duration:	2 ms		Content: America dave 831829 48
     [java] Duration:	2 ms		Content: America fred 148922 45
     [java] Duration:	2 ms		Content: America bob 709643 40
     [java] Duration:	2 ms		Content: America dave 658354 49
     [java] Duration:	2 ms		Content: America dave 153615 57
     [java] Duration:	2 ms		Content: America dave 233470 54
     [java] Duration:	2 ms		Content: America bob 534806 38
     [java] Duration:	2 ms		Content: America fred 692445 45
     [java] Duration:	2 ms		Content: America fred 705558 32
     [java] Duration:	2 ms		Content: America harry 728882 40
     [java] Duration:	2 ms		Content: America harry 438076 38
     [java] Duration:	23 ms		Content: America harry 903706 36
     [java] Duration:	2 ms		Content: America bob 1018015 47
     [java] Duration:	2 ms		Content: America fred 732089 46
     [java] Duration:	2 ms		Content: America bob 101940 32
     [java] Duration:	2 ms		Content: America harry 16466 43
     [java] Duration:	2 ms		Content: America bob 871862 53
     [java] Duration:	1 ms		Content: America fred 459963 47
     [java] Duration:	2 ms		Content: America bob 684828 55
     [java] Duration:	2 ms		Content: America dave 903708 47
     [java] Duration:	2 ms		Content: America fred 371564 54
     [java] Duration:	2 ms		Content: America harry 371454 33
     [java] Duration:	2 ms		Content: America dave 250638 52
     [java] Duration:	2 ms		Content: America dave 888387 46
     [java] Duration:	2 ms		Content: America harry 1000077 55
     [java] Duration:	1 ms		Content: America fred 555747 49
     [java] Duration:	2 ms		Content: America fred 918110 55
     [java] Duration:	2 ms		Content: America fred 207908 37
     [java] Duration:	2 ms		Content: America fred 355176 34
     [java] Duration:	2 ms		Content: America harry 515215 47
     [java] Duration:	1 ms		Content: America fred 549698 32
     [java] Duration:	2 ms		Content: America dave 806706 51
     [java] Duration:	2 ms		Content: America dave 255314 52
     [java] Duration:	2 ms		Content: America harry 1043270 56
     [java] Duration:	2 ms		Content: America dave 724672 41
     [java] Duration:	2 ms		Content: America bob 736341 37
     [java] Duration:	2 ms		Content: America bob 45232 31
     [java] Duration:	2 ms		Content: America fred 926402 31
     [java] Duration:	2 ms		Content: America fred 246203 32
     [java] Duration:	1 ms		Content: America harry 276252 58
     [java] Duration:	2 ms		Content: America harry 199938 40
     [java] Duration:	2 ms		Content: America harry 661275 44
     [java] Duration:	2 ms		Content: America harry 248190 56
     [java] Duration:	2 ms		Content: America bob 132506 59
     [java] Duration:	2 ms		Content: America harry 628983 43
     [java] Duration:	2 ms		Content: America fred 163043 52
     [java] Duration:	2 ms		Content: America harry 142237 43
     [java] Duration:	2 ms		Content: America dave 929936 55
     [java] Duration:	1 ms		Content: America fred 45022 46
     [java] Duration:	1 ms		Content: America harry 493669 39
     [java] Duration:	2 ms		Content: America harry 268320 59
     [java] Duration:	2 ms		Content: America fred 292339 53
     [java] Duration:	2 ms		Content: America bob 391602 44
     [java] Duration:	2 ms		Content: America fred 1040308 38
     [java] Duration:	2 ms		Content: America dave 89799 47
