Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	416 ms		Content: America bob 749220 56
     [java] Duration:	2 ms		Content: America dave 321116 30
     [java] Duration:	2 ms		Content: America bob 66252 35
     [java] Duration:	2 ms		Content: America dave 80900 55
     [java] Duration:	2 ms		Content: America dave 571520 38
     [java] Duration:	2 ms		Content: America bob 601559 47
     [java] Duration:	1 ms		Content: America dave 479471 41
     [java] Duration:	2 ms		Content: America harry 176048 42
     [java] Duration:	2 ms		Content: America bob 247751 49
     [java] Duration:	2 ms		Content: America fred 652306 58
     [java] Duration:	2 ms		Content: America fred 927277 59
     [java] Duration:	22 ms		Content: America fred 916205 50
     [java] Duration:	2 ms		Content: America dave 604426 35
     [java] Duration:	3 ms		Content: America bob 768948 52
     [java] Duration:	2 ms		Content: America dave 10809 30
     [java] Duration:	2 ms		Content: America dave 750791 42
     [java] Duration:	2 ms		Content: America bob 233673 37
     [java] Duration:	2 ms		Content: America harry 571367 45
     [java] Duration:	2 ms		Content: America dave 582824 40
     [java] Duration:	2 ms		Content: America dave 745869 41
     [java] Duration:	1 ms		Content: America fred 93349 33
     [java] Duration:	2 ms		Content: America fred 182822 31
     [java] Duration:	2 ms		Content: America fred 296824 51
     [java] Duration:	2 ms		Content: America harry 523503 51
     [java] Duration:	2 ms		Content: America harry 329053 48
     [java] Duration:	2 ms		Content: America fred 692120 32
     [java] Duration:	2 ms		Content: America fred 786391 31
     [java] Duration:	2 ms		Content: America dave 687632 55
     [java] Duration:	2 ms		Content: America dave 447552 41
     [java] Duration:	2 ms		Content: America dave 903853 37
     [java] Duration:	2 ms		Content: America bob 566368 57
     [java] Duration:	2 ms		Content: America fred 539191 47
     [java] Duration:	3 ms		Content: America harry 577339 35
     [java] Duration:	2 ms		Content: America bob 292331 31
     [java] Duration:	2 ms		Content: America fred 491940 33
     [java] Duration:	2 ms		Content: America dave 371166 47
     [java] Duration:	2 ms		Content: America fred 470087 31
     [java] Duration:	2 ms		Content: America bob 398258 43
     [java] Duration:	27 ms		Content: America harry 980183 34
     [java] Duration:	2 ms		Content: America dave 443303 47
     [java] Duration:	2 ms		Content: America fred 455355 59
     [java] Duration:	2 ms		Content: America fred 630881 43
     [java] Duration:	2 ms		Content: America dave 986517 54
     [java] Duration:	2 ms		Content: America bob 918848 36
     [java] Duration:	2 ms		Content: America bob 934466 51
     [java] Duration:	2 ms		Content: America harry 519350 40
     [java] Duration:	2 ms		Content: America dave 452172 36
     [java] Duration:	2 ms		Content: America fred 753526 38
     [java] Duration:	2 ms		Content: America fred 22599 32
     [java] Duration:	2 ms		Content: America harry 55624 53
     [java] Duration:	2 ms		Content: America harry 1006431 57
     [java] Duration:	2 ms		Content: America bob 259281 48
     [java] Duration:	2 ms		Content: America dave 782740 50
     [java] Duration:	2 ms		Content: America bob 751122 58
     [java] Duration:	2 ms		Content: America fred 694075 56
     [java] Duration:	2 ms		Content: America harry 324806 43
     [java] Duration:	2 ms		Content: America dave 483931 39
     [java] Duration:	2 ms		Content: America dave 241011 31
     [java] Duration:	22 ms		Content: America dave 254363 42
     [java] Duration:	2 ms		Content: America harry 1047828 40
     [java] Duration:	2 ms		Content: America harry 923450 48
     [java] Duration:	2 ms		Content: America dave 451980 35
     [java] Duration:	2 ms		Content: America harry 775633 59
     [java] Duration:	2 ms		Content: America harry 848689 44
     [java] Duration:	2 ms		Content: America harry 23032 30
     [java] Duration:	2 ms		Content: America fred 370954 44
     [java] Duration:	2 ms		Content: America harry 142215 42
     [java] Duration:	2 ms		Content: America bob 1006741 31
     [java] Duration:	2 ms		Content: America harry 729183 53
     [java] Duration:	2 ms		Content: America dave 95537 55
     [java] Duration:	2 ms		Content: America dave 191096 39
     [java] Duration:	2 ms		Content: America fred 787095 39
     [java] Duration:	2 ms		Content: America harry 724828 54
     [java] Duration:	2 ms		Content: America fred 688842 43
     [java] Duration:	2 ms		Content: America harry 805028 47
     [java] Duration:	2 ms		Content: America dave 739573 32
     [java] Duration:	2 ms		Content: America dave 404405 52
     [java] Duration:	2 ms		Content: America dave 378322 49
     [java] Duration:	2 ms		Content: America dave 747334 41
     [java] Duration:	2 ms		Content: America fred 741755 35
     [java] Duration:	2 ms		Content: America dave 205032 55
     [java] Duration:	2 ms		Content: America fred 801041 41
     [java] Duration:	2 ms		Content: America harry 473374 38
     [java] Duration:	2 ms		Content: America bob 702264 46
     [java] Duration:	2 ms		Content: America bob 362854 44
     [java] Duration:	2 ms		Content: America bob 219775 31
     [java] Duration:	2 ms		Content: America bob 813331 42
     [java] Duration:	2 ms		Content: America dave 957539 42
     [java] Duration:	2 ms		Content: America dave 781852 42
     [java] Duration:	2 ms		Content: America harry 903202 32
     [java] Duration:	2 ms		Content: America bob 863703 48
     [java] Duration:	2 ms		Content: America fred 859079 46
     [java] Duration:	2 ms		Content: America dave 506244 44
     [java] Duration:	2 ms		Content: America bob 603746 56
     [java] Duration:	2 ms		Content: America bob 158515 54
     [java] Duration:	2 ms		Content: America harry 445577 32
     [java] Duration:	2 ms		Content: America harry 20595 49
     [java] Duration:	2 ms		Content: America fred 279795 50
     [java] Duration:	2 ms		Content: America dave 911093 48
     [java] Duration:	2 ms		Content: America dave 37488 56
     [java] Duration:	2 ms		Content: America bob 646359 33
     [java] Duration:	2 ms		Content: America harry 494178 41
     [java] Duration:	2 ms		Content: America fred 66197 34
     [java] Duration:	2 ms		Content: America dave 184395 50
     [java] Duration:	2 ms		Content: America dave 837650 46
     [java] Duration:	2 ms		Content: America fred 969715 32
     [java] Duration:	2 ms		Content: America dave 618461 43
     [java] Duration:	2 ms		Content: America fred 1008344 48
     [java] Duration:	2 ms		Content: America fred 843750 33
     [java] Duration:	2 ms		Content: America harry 246749 44
     [java] Duration:	2 ms		Content: America dave 690500 39
     [java] Duration:	2 ms		Content: America harry 422829 54
     [java] Duration:	2 ms		Content: America bob 319019 47
     [java] Duration:	2 ms		Content: America bob 382748 51
     [java] Duration:	2 ms		Content: America fred 715625 51
     [java] Duration:	2 ms		Content: America harry 1038765 56
     [java] Duration:	2 ms		Content: America bob 293917 52
     [java] Duration:	2 ms		Content: America bob 78316 46
     [java] Duration:	2 ms		Content: America fred 718614 44
     [java] Duration:	2 ms		Content: America dave 967519 59
     [java] Duration:	2 ms		Content: America harry 660190 31
     [java] Duration:	2 ms		Content: America harry 799415 30
     [java] Duration:	2 ms		Content: America fred 137033 35
     [java] Duration:	1 ms		Content: America harry 389897 36
     [java] Duration:	2 ms		Content: America dave 818928 32
     [java] Duration:	2 ms		Content: America harry 55939 44
     [java] Duration:	2 ms		Content: America bob 645233 48
     [java] Duration:	1 ms		Content: America bob 575632 40
     [java] Duration:	2 ms		Content: America harry 770198 37
     [java] Duration:	2 ms		Content: America fred 977973 52
     [java] Duration:	2 ms		Content: America dave 172392 58
     [java] Duration:	2 ms		Content: America bob 22106 38
     [java] Duration:	2 ms		Content: America harry 367327 47
     [java] Duration:	2 ms		Content: America harry 326864 33
     [java] Duration:	2 ms		Content: America dave 362507 45
     [java] Duration:	2 ms		Content: America dave 667647 46
     [java] Duration:	2 ms		Content: America bob 258727 34
     [java] Duration:	2 ms		Content: America fred 408176 57
     [java] Duration:	2 ms		Content: America harry 548403 52
     [java] Duration:	2 ms		Content: America dave 632886 51
     [java] Duration:	2 ms		Content: America fred 219697 53
     [java] Duration:	2 ms		Content: America harry 533058 31
     [java] Duration:	2 ms		Content: America bob 1016948 58
     [java] Duration:	2 ms		Content: America fred 242348 44
     [java] Duration:	2 ms		Content: America bob 868640 46
     [java] Duration:	2 ms		Content: America harry 1016518 59
     [java] Duration:	1 ms		Content: America harry 451243 57
     [java] Duration:	2 ms		Content: America fred 801394 56
     [java] Duration:	22 ms		Content: America harry 40783 54
     [java] Duration:	2 ms		Content: America dave 295822 51
     [java] Duration:	2 ms		Content: America dave 978525 49
     [java] Duration:	4 ms		Content: America fred 711282 58
     [java] Duration:	2 ms		Content: America dave 87980 53
     [java] Duration:	2 ms		Content: America harry 16995 35
     [java] Duration:	2 ms		Content: America harry 129301 58
     [java] Duration:	2 ms		Content: America fred 42727 52
     [java] Duration:	2 ms		Content: America dave 1012379 43
     [java] Duration:	2 ms		Content: America harry 977677 43
     [java] Duration:	2 ms		Content: America dave 192627 55
     [java] Duration:	2 ms		Content: America fred 786699 35
     [java] Duration:	2 ms		Content: America dave 975188 39
     [java] Duration:	2 ms		Content: America bob 706328 31
     [java] Duration:	22 ms		Content: America fred 187190 31
     [java] Duration:	2 ms		Content: America harry 1041731 51
     [java] Duration:	2 ms		Content: America dave 766376 56
     [java] Duration:	2 ms		Content: America dave 532972 49
     [java] Duration:	2 ms		Content: America bob 722350 40
     [java] Duration:	2 ms		Content: America dave 404418 41
     [java] Duration:	2 ms		Content: America bob 10015 32
     [java] Duration:	2 ms		Content: America bob 542500 39
     [java] Duration:	2 ms		Content: America harry 266478 56
     [java] Duration:	2 ms		Content: America fred 454711 48
     [java] Duration:	3 ms		Content: America harry 952234 42
     [java] Duration:	2 ms		Content: America dave 88426 42
     [java] Duration:	2 ms		Content: America fred 968434 30
     [java] Duration:	2 ms		Content: America fred 43583 53
     [java] Duration:	2 ms		Content: America harry 115536 37
     [java] Duration:	2 ms		Content: America fred 527190 46
     [java] Duration:	2 ms		Content: America bob 214555 35
     [java] Duration:	2 ms		Content: America bob 332413 55
     [java] Duration:	2 ms		Content: America harry 682752 48
     [java] Duration:	2 ms		Content: America fred 189864 40
     [java] Duration:	3 ms		Content: America harry 662765 39
     [java] Duration:	2 ms		Content: America bob 402133 56
     [java] Duration:	2 ms		Content: America bob 679740 47
     [java] Duration:	2 ms		Content: America fred 66259 49
     [java] Duration:	2 ms		Content: America bob 876192 40
     [java] Duration:	2 ms		Content: America dave 948221 38
     [java] Duration:	2 ms		Content: America dave 307145 53
     [java] Duration:	2 ms		Content: America bob 66378 39
     [java] Duration:	3 ms		Content: America harry 354048 55
     [java] Duration:	2 ms		Content: America dave 653981 55
     [java] Duration:	2 ms		Content: America harry 99714 59
     [java] Duration:	2 ms		Content: America harry 146423 47
     [java] Duration:	2 ms		Content: America dave 885618 44
     [java] Duration:	2 ms		Content: America harry 172925 42
     [java] Duration:	2 ms		Content: America bob 168773 41
     [java] Duration:	1 ms		Content: America fred 17768 53
     [java] Duration:	2 ms		Content: America dave 744486 50
     [java] Duration:	2 ms		Content: America bob 248782 51
     [java] Duration:	2 ms		Content: America harry 796317 31
     [java] Duration:	2 ms		Content: America bob 1008034 56
     [java] Duration:	2 ms		Content: America dave 776075 50
     [java] Duration:	24 ms		Content: America bob 126269 56
     [java] Duration:	2 ms		Content: America dave 260094 32
     [java] Duration:	2 ms		Content: America bob 699671 57
     [java] Duration:	2 ms		Content: America bob 7849 35
     [java] Duration:	2 ms		Content: America bob 57527 52
     [java] Duration:	2 ms		Content: America bob 623000 58
     [java] Duration:	2 ms		Content: America bob 557144 55
     [java] Duration:	2 ms		Content: America bob 784285 32
     [java] Duration:	2 ms		Content: America bob 930519 33
     [java] Duration:	2 ms		Content: America fred 908937 58
     [java] Duration:	1 ms		Content: America bob 1003506 50
     [java] Duration:	2 ms		Content: America fred 405391 58
     [java] Duration:	2 ms		Content: America dave 880033 46
     [java] Duration:	2 ms		Content: America dave 702164 37
     [java] Duration:	2 ms		Content: America fred 1047188 42
     [java] Duration:	2 ms		Content: America fred 940914 38
     [java] Duration:	6 ms		Content: America bob 615630 57
     [java] Duration:	2 ms		Content: America bob 129737 44
     [java] Duration:	3 ms		Content: America dave 579339 46
     [java] Duration:	2 ms		Content: America harry 959136 44
     [java] Duration:	2 ms		Content: America bob 428059 43
     [java] Duration:	2 ms		Content: America dave 679611 53
     [java] Duration:	2 ms		Content: America fred 440230 59
     [java] Duration:	2 ms		Content: America harry 664519 32
     [java] Duration:	2 ms		Content: America dave 41505 35
     [java] Duration:	2 ms		Content: America harry 1022345 30
     [java] Duration:	2 ms		Content: America fred 197529 53
     [java] Duration:	2 ms		Content: America bob 665559 37
     [java] Duration:	2 ms		Content: America bob 171506 30
     [java] Duration:	2 ms		Content: America bob 4672 56
     [java] Duration:	2 ms		Content: America dave 867463 30
     [java] Duration:	2 ms		Content: America dave 447382 55
     [java] Duration:	1 ms		Content: America dave 267849 47
     [java] Duration:	2 ms		Content: America fred 810580 42
     [java] Duration:	1 ms		Content: America harry 838339 50
     [java] Duration:	2 ms		Content: America bob 13107 33
     [java] Duration:	2 ms		Content: America dave 553547 36
     [java] Duration:	39 ms		Content: America harry 911112 31
     [java] Duration:	2 ms		Content: America fred 33277 50
     [java] Duration:	2 ms		Content: America harry 976799 46
     [java] Duration:	2 ms		Content: America dave 184831 54
     [java] Duration:	2 ms		Content: America harry 603506 41
     [java] Duration:	2 ms		Content: America dave 228853 45
     [java] Duration:	2 ms		Content: America harry 573365 32
     [java] Duration:	2 ms		Content: America dave 289584 48
     [java] Duration:	2 ms		Content: America fred 226598 51
     [java] Duration:	2 ms		Content: America fred 196464 53
     [java] Duration:	2 ms		Content: America dave 340760 54
     [java] Duration:	2 ms		Content: America harry 940846 59
     [java] Duration:	1 ms		Content: America bob 76243 53
     [java] Duration:	2 ms		Content: America fred 776463 53
     [java] Duration:	2 ms		Content: America bob 253560 52
     [java] Duration:	2 ms		Content: America fred 81400 44
     [java] Duration:	1 ms		Content: America bob 725057 34
     [java] Duration:	2 ms		Content: America fred 886222 44
     [java] Duration:	2 ms		Content: America fred 482397 36
     [java] Duration:	2 ms		Content: America bob 767084 54
     [java] Duration:	2 ms		Content: America harry 828137 33
     [java] Duration:	2 ms		Content: America dave 1029077 34
     [java] Duration:	2 ms		Content: America bob 30393 48
     [java] Duration:	2 ms		Content: America harry 773356 58
     [java] Duration:	2 ms		Content: America harry 684550 46
     [java] Duration:	2 ms		Content: America dave 10722 46
     [java] Duration:	1 ms		Content: America dave 510099 50
     [java] Duration:	2 ms		Content: America dave 991319 59
     [java] Duration:	2 ms		Content: America dave 254510 53
     [java] Duration:	2 ms		Content: America dave 161798 39
     [java] Duration:	1 ms		Content: America dave 85947 58
     [java] Duration:	2 ms		Content: America dave 674941 43
     [java] Duration:	2 ms		Content: America fred 10185 57
     [java] Duration:	2 ms		Content: America bob 631166 35
     [java] Duration:	2 ms		Content: America fred 571643 42
     [java] Duration:	2 ms		Content: America fred 846151 42
     [java] Duration:	2 ms		Content: America harry 1010772 42
     [java] Duration:	2 ms		Content: America fred 221550 35
     [java] Duration:	2 ms		Content: America dave 307544 48
     [java] Duration:	2 ms		Content: America bob 821882 55
     [java] Duration:	2 ms		Content: America harry 174386 34
     [java] Duration:	2 ms		Content: America dave 727760 35
     [java] Duration:	2 ms		Content: America dave 86272 57
     [java] Duration:	2 ms		Content: America harry 784795 42
     [java] Duration:	2 ms		Content: America bob 810472 39
     [java] Duration:	1 ms		Content: America bob 192860 33
     [java] Duration:	2 ms		Content: America dave 1023022 49
     [java] Duration:	2 ms		Content: America dave 423323 56
     [java] Duration:	2 ms		Content: America bob 856536 34
     [java] Duration:	2 ms		Content: America fred 1030478 53
     [java] Duration:	2 ms		Content: America bob 241592 43
     [java] Duration:	2 ms		Content: America fred 988445 42
     [java] Duration:	2 ms		Content: America harry 360284 51
     [java] Duration:	1 ms		Content: America bob 582357 36
     [java] Duration:	2 ms		Content: America fred 118333 43
     [java] Duration:	2 ms		Content: America harry 968648 39
     [java] Duration:	2 ms		Content: America fred 527272 50
     [java] Duration:	1 ms		Content: America fred 100239 56
     [java] Duration:	2 ms		Content: America harry 605141 46
     [java] Duration:	2 ms		Content: America bob 460736 56
     [java] Duration:	1 ms		Content: America dave 16453 53
     [java] Duration:	2 ms		Content: America harry 610544 35
     [java] Duration:	2 ms		Content: America fred 228569 32
     [java] Duration:	2 ms		Content: America bob 129397 57
     [java] Duration:	2 ms		Content: America dave 756726 35
     [java] Duration:	2 ms		Content: America bob 643449 52
     [java] Duration:	2 ms		Content: America harry 505045 39
     [java] Duration:	2 ms		Content: America harry 205365 49
     [java] Duration:	2 ms		Content: America dave 955834 30
     [java] Duration:	2 ms		Content: America fred 173226 48
     [java] Duration:	2 ms		Content: America bob 57559 58
     [java] Duration:	2 ms		Content: America fred 878714 52
     [java] Duration:	2 ms		Content: America dave 1022244 40
     [java] Duration:	2 ms		Content: America fred 32283 48
     [java] Duration:	2 ms		Content: America bob 954462 44
     [java] Duration:	2 ms		Content: America fred 909472 33
     [java] Duration:	2 ms		Content: America harry 789425 47
     [java] Duration:	2 ms		Content: America dave 148387 52
     [java] Duration:	2 ms		Content: America bob 157127 49
     [java] Duration:	2 ms		Content: America dave 516295 54
     [java] Duration:	2 ms		Content: America dave 484013 54
     [java] Duration:	2 ms		Content: America fred 337051 57
     [java] Duration:	2 ms		Content: America fred 564886 38
     [java] Duration:	2 ms		Content: America fred 105433 57
     [java] Duration:	2 ms		Content: America harry 339257 41
     [java] Duration:	2 ms		Content: America fred 777492 37
     [java] Duration:	2 ms		Content: America harry 164138 44
     [java] Duration:	2 ms		Content: America fred 751941 48
     [java] Duration:	2 ms		Content: America dave 166270 47
     [java] Duration:	2 ms		Content: America bob 342936 53
     [java] Duration:	2 ms		Content: America harry 648292 53
     [java] Duration:	2 ms		Content: America bob 305560 31
     [java] Duration:	2 ms		Content: America dave 310122 44
     [java] Duration:	2 ms		Content: America harry 431723 52
     [java] Duration:	22 ms		Content: America bob 780918 53
     [java] Duration:	2 ms		Content: America harry 64356 43
     [java] Duration:	2 ms		Content: America fred 821890 33
     [java] Duration:	2 ms		Content: America bob 845395 54
     [java] Duration:	2 ms		Content: America bob 855677 40
     [java] Duration:	2 ms		Content: America bob 349156 30
     [java] Duration:	2 ms		Content: America fred 130816 49
     [java] Duration:	2 ms		Content: America harry 277738 42
     [java] Duration:	2 ms		Content: America fred 794842 33
     [java] Duration:	2 ms		Content: America dave 446347 32
     [java] Duration:	2 ms		Content: America dave 643384 37
     [java] Duration:	2 ms		Content: America fred 755478 44
     [java] Duration:	2 ms		Content: America bob 971783 30
     [java] Duration:	2 ms		Content: America dave 824371 54
     [java] Duration:	23 ms		Content: America dave 971875 47
     [java] Duration:	2 ms		Content: America bob 66978 55
     [java] Duration:	2 ms		Content: America bob 974727 52
     [java] Duration:	2 ms		Content: America harry 306418 39
     [java] Duration:	2 ms		Content: America dave 330799 58
     [java] Duration:	2 ms		Content: America bob 156195 54
     [java] Duration:	2 ms		Content: America dave 5072 48
     [java] Duration:	2 ms		Content: America harry 164490 55
     [java] Duration:	2 ms		Content: America dave 714265 56
     [java] Duration:	2 ms		Content: America harry 936239 43
     [java] Duration:	2 ms		Content: America bob 480638 58
     [java] Duration:	2 ms		Content: America dave 134962 35
     [java] Duration:	2 ms		Content: America bob 913756 56
     [java] Duration:	2 ms		Content: America fred 147605 46
     [java] Duration:	2 ms		Content: America fred 92894 51
     [java] Duration:	2 ms		Content: America harry 584977 46
     [java] Duration:	2 ms		Content: America harry 777580 35
     [java] Duration:	2 ms		Content: America dave 527517 44
     [java] Duration:	2 ms		Content: America dave 240042 37
     [java] Duration:	2 ms		Content: America harry 505827 31
     [java] Duration:	2 ms		Content: America fred 308244 37
     [java] Duration:	2 ms		Content: America bob 861847 32
     [java] Duration:	2 ms		Content: America fred 292687 57
     [java] Duration:	3 ms		Content: America harry 1020004 50
     [java] Duration:	2 ms		Content: America fred 533812 47
     [java] Duration:	2 ms		Content: America dave 789696 57
     [java] Duration:	2 ms		Content: America bob 428078 37
     [java] Duration:	2 ms		Content: America fred 280261 43
     [java] Duration:	2 ms		Content: America fred 197266 37
     [java] Duration:	2 ms		Content: America bob 185413 50
     [java] Duration:	2 ms		Content: America fred 519765 47
     [java] Duration:	2 ms		Content: America harry 650519 31
     [java] Duration:	2 ms		Content: America dave 208538 51
     [java] Duration:	1 ms		Content: America dave 615805 45
     [java] Duration:	1 ms		Content: America fred 600528 44
     [java] Duration:	3 ms		Content: America harry 603824 46
     [java] Duration:	2 ms		Content: America bob 292083 56
     [java] Duration:	2 ms		Content: America dave 126118 51
     [java] Duration:	2 ms		Content: America bob 794683 49
     [java] Duration:	2 ms		Content: America bob 572092 39
     [java] Duration:	2 ms		Content: America harry 981941 42
     [java] Duration:	2 ms		Content: America dave 643655 45
     [java] Duration:	2 ms		Content: America harry 424529 51
     [java] Duration:	2 ms		Content: America dave 20940 40
     [java] Duration:	2 ms		Content: America dave 846709 52
     [java] Duration:	2 ms		Content: America dave 803341 38
     [java] Duration:	2 ms		Content: America dave 358735 43
     [java] Duration:	2 ms		Content: America dave 556247 57
     [java] Duration:	2 ms		Content: America dave 985070 57
     [java] Duration:	2 ms		Content: America dave 584004 38
     [java] Duration:	2 ms		Content: America dave 374427 38
     [java] Duration:	2 ms		Content: America bob 127829 43
     [java] Duration:	1 ms		Content: America fred 224743 52
     [java] Duration:	2 ms		Content: America dave 191318 50
     [java] Duration:	2 ms		Content: America dave 656016 30
     [java] Duration:	22 ms		Content: America fred 770583 51
     [java] Duration:	2 ms		Content: America dave 293364 58
     [java] Duration:	2 ms		Content: America harry 693873 53
     [java] Duration:	2 ms		Content: America fred 528298 47
     [java] Duration:	1 ms		Content: America bob 668004 35
     [java] Duration:	2 ms		Content: America fred 766506 44
     [java] Duration:	3 ms		Content: America dave 420170 38
     [java] Duration:	2 ms		Content: America dave 907523 35
     [java] Duration:	2 ms		Content: America harry 137788 41
     [java] Duration:	2 ms		Content: America harry 712507 50
     [java] Duration:	2 ms		Content: America dave 557094 44
     [java] Duration:	2 ms		Content: America fred 103174 31
     [java] Duration:	2 ms		Content: America bob 937226 40
     [java] Duration:	2 ms		Content: America fred 492438 41
     [java] Duration:	22 ms		Content: America harry 18333 45
     [java] Duration:	2 ms		Content: America bob 591496 54
     [java] Duration:	2 ms		Content: America bob 840449 49
     [java] Duration:	2 ms		Content: America dave 1017034 37
     [java] Duration:	2 ms		Content: America harry 909917 57
     [java] Duration:	1 ms		Content: America bob 118190 44
     [java] Duration:	2 ms		Content: America harry 297762 48
     [java] Duration:	2 ms		Content: America bob 252215 32
     [java] Duration:	2 ms		Content: America bob 411861 58
     [java] Duration:	2 ms		Content: America fred 465690 36
     [java] Duration:	2 ms		Content: America bob 528501 31
     [java] Duration:	2 ms		Content: America dave 251215 58
     [java] Duration:	2 ms		Content: America dave 184859 53
     [java] Duration:	2 ms		Content: America harry 283231 53
     [java] Duration:	22 ms		Content: America harry 973890 45
     [java] Duration:	2 ms		Content: America bob 752814 50
     [java] Duration:	2 ms		Content: America fred 217223 56
     [java] Duration:	2 ms		Content: America bob 416084 42
     [java] Duration:	2 ms		Content: America fred 645398 49
     [java] Duration:	2 ms		Content: America harry 325713 40
     [java] Duration:	1 ms		Content: America dave 704084 49
     [java] Duration:	2 ms		Content: America dave 819211 41
     [java] Duration:	2 ms		Content: America bob 294436 50
     [java] Duration:	2 ms		Content: America dave 702367 44
     [java] Duration:	1 ms		Content: America bob 1041221 38
     [java] Duration:	2 ms		Content: America harry 81169 35
     [java] Duration:	2 ms		Content: America bob 602654 42
     [java] Duration:	2 ms		Content: America fred 16983 41
     [java] Duration:	23 ms		Content: America dave 419766 51
     [java] Duration:	2 ms		Content: America fred 170346 34
     [java] Duration:	2 ms		Content: America dave 1250 57
     [java] Duration:	1 ms		Content: America fred 823703 35
     [java] Duration:	2 ms		Content: America bob 210839 55
     [java] Duration:	2 ms		Content: America harry 104225 45
     [java] Duration:	2 ms		Content: America harry 355407 39
     [java] Duration:	2 ms		Content: America fred 842227 46
     [java] Duration:	2 ms		Content: America dave 1010870 59
     [java] Duration:	2 ms		Content: America bob 160379 34
     [java] Duration:	2 ms		Content: America fred 917107 52
     [java] Duration:	2 ms		Content: America fred 179248 46
     [java] Duration:	2 ms		Content: America bob 423792 52
     [java] Duration:	22 ms		Content: America dave 27861 39
     [java] Duration:	2 ms		Content: America harry 83375 36
     [java] Duration:	2 ms		Content: America dave 477575 53
     [java] Duration:	2 ms		Content: America harry 191285 33
     [java] Duration:	1 ms		Content: America bob 896219 44
     [java] Duration:	2 ms		Content: America fred 829117 39
     [java] Duration:	2 ms		Content: America harry 876398 41
     [java] Duration:	2 ms		Content: America fred 390505 32
     [java] Duration:	2 ms		Content: America harry 605781 46
     [java] Duration:	2 ms		Content: America fred 428172 54
     [java] Duration:	2 ms		Content: America fred 231851 47
     [java] Duration:	2 ms		Content: America dave 630066 57
     [java] Duration:	2 ms		Content: America bob 831444 55
     [java] Duration:	2 ms		Content: America dave 976541 57
     [java] Duration:	22 ms		Content: America harry 494625 57
     [java] Duration:	2 ms		Content: America fred 1031475 39
     [java] Duration:	2 ms		Content: America bob 674466 50
     [java] Duration:	2 ms		Content: America fred 873508 30
     [java] Duration:	2 ms		Content: America dave 353285 44
     [java] Duration:	2 ms		Content: America bob 932307 31
     [java] Duration:	2 ms		Content: America harry 670973 55
     [java] Duration:	2 ms		Content: America bob 269393 41
     [java] Duration:	2 ms		Content: America fred 536122 45
     [java] Duration:	2 ms		Content: America fred 264857 38
     [java] Duration:	2 ms		Content: America bob 908302 47
     [java] Duration:	2 ms		Content: America dave 933727 43
     [java] Duration:	2 ms		Content: America bob 909966 52
     [java] Duration:	2 ms		Content: America fred 968759 37
     [java] Duration:	23 ms		Content: America fred 898644 37
     [java] Duration:	2 ms		Content: America dave 192399 50
     [java] Duration:	2 ms		Content: America dave 912616 47
     [java] Duration:	2 ms		Content: America bob 185968 59
     [java] Duration:	2 ms		Content: America bob 695334 50
     [java] Duration:	2 ms		Content: America fred 526824 56
     [java] Duration:	2 ms		Content: America harry 971528 43
     [java] Duration:	2 ms		Content: America dave 718175 35
     [java] Duration:	2 ms		Content: America bob 515749 36
     [java] Duration:	2 ms		Content: America bob 1030080 45
     [java] Duration:	2 ms		Content: America bob 948836 44
     [java] Duration:	2 ms		Content: America fred 642272 49
     [java] Duration:	2 ms		Content: America bob 680414 53
     [java] Duration:	1 ms		Content: America fred 562200 54
     [java] Duration:	23 ms		Content: America bob 735892 34
     [java] Duration:	2 ms		Content: America dave 25254 51
     [java] Duration:	2 ms		Content: America dave 856369 37
     [java] Duration:	1 ms		Content: America fred 966318 32
     [java] Duration:	2 ms		Content: America bob 1009997 53
     [java] Duration:	2 ms		Content: America fred 1025106 43
     [java] Duration:	2 ms		Content: America fred 516316 41
     [java] Duration:	2 ms		Content: America dave 350723 39
     [java] Duration:	2 ms		Content: America bob 321863 41
     [java] Duration:	2 ms		Content: America bob 935436 34
     [java] Duration:	2 ms		Content: America harry 434527 59
     [java] Duration:	1 ms		Content: America fred 519691 43
     [java] Duration:	2 ms		Content: America bob 504172 32
     [java] Duration:	2 ms		Content: America dave 323709 32
     [java] Duration:	2 ms		Content: America fred 267472 40
     [java] Duration:	22 ms		Content: America harry 111120 42
     [java] Duration:	2 ms		Content: America bob 274843 45
     [java] Duration:	2 ms		Content: America dave 760265 33
     [java] Duration:	2 ms		Content: America bob 739179 55
     [java] Duration:	2 ms		Content: America fred 277045 53
     [java] Duration:	2 ms		Content: America bob 893383 45
     [java] Duration:	2 ms		Content: America harry 995540 48
     [java] Duration:	2 ms		Content: America dave 276395 34
     [java] Duration:	2 ms		Content: America harry 562047 52
     [java] Duration:	2 ms		Content: America harry 465819 32
     [java] Duration:	2 ms		Content: America bob 425091 33
     [java] Duration:	3 ms		Content: America fred 799456 46
     [java] Duration:	2 ms		Content: America bob 876686 41
     [java] Duration:	22 ms		Content: America bob 332258 46
     [java] Duration:	2 ms		Content: America fred 64981 30
     [java] Duration:	2 ms		Content: America fred 558497 48
     [java] Duration:	3 ms		Content: America harry 830768 58
     [java] Duration:	2 ms		Content: America dave 606129 49
     [java] Duration:	2 ms		Content: America dave 542592 40
     [java] Duration:	2 ms		Content: America dave 626645 53
     [java] Duration:	2 ms		Content: America bob 414671 37
