Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	268 ms		Content: Europe alice 939743 58
     [java] Duration:	24 ms		Content: Europe gary 529099 44
     [java] Duration:	2 ms		Content: Europe carol 795956 32
     [java] Duration:	2 ms		Content: Europe alice 29237 57
     [java] Duration:	2 ms		Content: Europe carol 1011970 52
     [java] Duration:	2 ms		Content: Europe carol 757899 32
     [java] Duration:	2 ms		Content: Europe carol 273381 44
     [java] Duration:	2 ms		Content: Europe eve 316215 41
     [java] Duration:	2 ms		Content: Europe eve 969852 34
     [java] Duration:	2 ms		Content: Europe eve 820678 33
     [java] Duration:	2 ms		Content: Europe eve 106931 55
     [java] Duration:	81 ms		Content: Europe alice 194967 55
     [java] Duration:	2 ms		Content: Europe carol 19999 58
     [java] Duration:	2 ms		Content: Europe carol 814477 35
     [java] Duration:	3 ms		Content: Europe gary 600012 35
     [java] Duration:	2 ms		Content: Europe eve 882053 56
     [java] Duration:	2 ms		Content: Europe eve 161571 57
     [java] Duration:	26 ms		Content: Europe alice 851887 39
     [java] Duration:	2 ms		Content: Europe alice 261484 42
     [java] Duration:	2 ms		Content: Europe alice 722868 46
     [java] Duration:	2 ms		Content: Europe gary 29023 57
     [java] Duration:	2 ms		Content: Europe carol 537742 39
     [java] Duration:	2 ms		Content: Europe carol 181589 46
     [java] Duration:	2 ms		Content: Europe alice 253913 50
     [java] Duration:	2 ms		Content: Europe eve 893745 34
     [java] Duration:	2 ms		Content: Europe carol 512010 51
     [java] Duration:	2 ms		Content: Europe carol 856874 35
     [java] Duration:	24 ms		Content: Europe eve 736974 48
     [java] Duration:	2 ms		Content: Europe gary 169557 34
     [java] Duration:	2 ms		Content: Europe carol 498508 35
     [java] Duration:	2 ms		Content: Europe gary 77072 52
     [java] Duration:	2 ms		Content: Europe gary 881792 45
     [java] Duration:	2 ms		Content: Europe alice 205078 34
     [java] Duration:	2 ms		Content: Europe alice 8856 37
     [java] Duration:	4 ms		Content: Europe gary 863292 54
     [java] Duration:	2 ms		Content: Europe gary 660277 54
     [java] Duration:	25 ms		Content: Europe gary 568523 51
     [java] Duration:	2 ms		Content: Europe carol 410274 54
     [java] Duration:	2 ms		Content: Europe alice 546129 36
     [java] Duration:	2 ms		Content: Europe gary 890292 38
     [java] Duration:	2 ms		Content: Europe eve 840240 34
     [java] Duration:	2 ms		Content: Europe alice 504817 44
     [java] Duration:	2 ms		Content: Europe eve 135954 36
     [java] Duration:	2 ms		Content: Europe eve 598261 49
     [java] Duration:	2 ms		Content: Europe eve 108344 55
     [java] Duration:	2 ms		Content: Europe gary 423554 35
     [java] Duration:	24 ms		Content: Europe carol 141227 30
     [java] Duration:	2 ms		Content: Europe carol 1032048 36
     [java] Duration:	2 ms		Content: Europe carol 464654 45
     [java] Duration:	2 ms		Content: Europe alice 1026174 52
     [java] Duration:	2 ms		Content: Europe alice 777749 58
     [java] Duration:	2 ms		Content: Europe gary 30885 41
     [java] Duration:	2 ms		Content: Europe gary 280461 44
     [java] Duration:	2 ms		Content: Europe carol 1037324 55
     [java] Duration:	2 ms		Content: Europe eve 686623 33
     [java] Duration:	2 ms		Content: Europe eve 442004 49
     [java] Duration:	25 ms		Content: Europe carol 392194 33
     [java] Duration:	2 ms		Content: Europe alice 769602 45
     [java] Duration:	2 ms		Content: Europe gary 511649 34
     [java] Duration:	2 ms		Content: Europe eve 940215 51
     [java] Duration:	2 ms		Content: Europe alice 485176 37
     [java] Duration:	2 ms		Content: Europe eve 827422 38
     [java] Duration:	2 ms		Content: Europe gary 291278 34
     [java] Duration:	1 ms		Content: Europe alice 359611 57
     [java] Duration:	2 ms		Content: Europe alice 133829 48
     [java] Duration:	2 ms		Content: Europe eve 1021383 55
     [java] Duration:	26 ms		Content: Europe carol 193526 32
     [java] Duration:	2 ms		Content: Europe eve 273575 52
     [java] Duration:	2 ms		Content: Europe gary 453429 35
     [java] Duration:	2 ms		Content: Europe carol 974014 33
     [java] Duration:	2 ms		Content: Europe carol 129323 49
     [java] Duration:	2 ms		Content: Europe alice 64541 38
     [java] Duration:	2 ms		Content: Europe eve 728119 52
     [java] Duration:	2 ms		Content: Europe eve 1036954 47
     [java] Duration:	2 ms		Content: Europe carol 202248 55
     [java] Duration:	27 ms		Content: Europe gary 757619 46
     [java] Duration:	2 ms		Content: Europe gary 706847 38
     [java] Duration:	2 ms		Content: Europe alice 585654 39
     [java] Duration:	2 ms		Content: Europe eve 690019 38
     [java] Duration:	2 ms		Content: Europe eve 508648 46
     [java] Duration:	2 ms		Content: Europe gary 1014002 33
     [java] Duration:	2 ms		Content: Europe alice 546732 54
     [java] Duration:	2 ms		Content: Europe eve 311313 57
     [java] Duration:	2 ms		Content: Europe eve 619174 48
     [java] Duration:	25 ms		Content: Europe eve 210441 41
     [java] Duration:	2 ms		Content: Europe alice 389334 37
     [java] Duration:	2 ms		Content: Europe alice 953091 33
     [java] Duration:	2 ms		Content: Europe alice 596327 49
     [java] Duration:	2 ms		Content: Europe alice 330662 41
     [java] Duration:	2 ms		Content: Europe carol 387067 58
     [java] Duration:	2 ms		Content: Europe alice 71350 41
     [java] Duration:	2 ms		Content: Europe eve 683890 55
     [java] Duration:	2 ms		Content: Europe carol 150556 39
     [java] Duration:	2 ms		Content: Europe alice 752159 42
     [java] Duration:	24 ms		Content: Europe carol 23973 37
     [java] Duration:	3 ms		Content: Europe alice 402010 42
     [java] Duration:	2 ms		Content: Europe carol 89126 49
     [java] Duration:	2 ms		Content: Europe gary 260072 32
     [java] Duration:	2 ms		Content: Europe alice 358834 56
     [java] Duration:	2 ms		Content: Europe gary 109349 33
     [java] Duration:	2 ms		Content: Europe gary 534454 33
     [java] Duration:	2 ms		Content: Europe alice 661591 45
     [java] Duration:	2 ms		Content: Europe carol 178825 37
     [java] Duration:	25 ms		Content: Europe eve 522466 34
     [java] Duration:	2 ms		Content: Europe gary 753127 57
     [java] Duration:	2 ms		Content: Europe alice 491411 40
     [java] Duration:	2 ms		Content: Europe gary 115933 53
     [java] Duration:	2 ms		Content: Europe alice 760922 30
     [java] Duration:	2 ms		Content: Europe gary 700692 43
     [java] Duration:	2 ms		Content: Europe gary 671304 47
     [java] Duration:	2 ms		Content: Europe carol 1000956 56
     [java] Duration:	2 ms		Content: Europe alice 566105 48
     [java] Duration:	2 ms		Content: Europe eve 69873 46
     [java] Duration:	25 ms		Content: Europe carol 860833 33
     [java] Duration:	2 ms		Content: Europe eve 22633 59
     [java] Duration:	2 ms		Content: Europe gary 483927 42
     [java] Duration:	2 ms		Content: Europe eve 916285 53
     [java] Duration:	4 ms		Content: Europe gary 647460 41
     [java] Duration:	2 ms		Content: Europe eve 378734 52
     [java] Duration:	2 ms		Content: Europe alice 52862 53
     [java] Duration:	2 ms		Content: Europe eve 321556 50
     [java] Duration:	2 ms		Content: Europe carol 263626 47
     [java] Duration:	26 ms		Content: Europe alice 844866 32
     [java] Duration:	2 ms		Content: Europe eve 279519 34
     [java] Duration:	2 ms		Content: Europe carol 349489 41
     [java] Duration:	2 ms		Content: Europe alice 174168 43
     [java] Duration:	2 ms		Content: Europe alice 936976 38
     [java] Duration:	2 ms		Content: Europe gary 125011 41
     [java] Duration:	2 ms		Content: Europe carol 711483 49
     [java] Duration:	2 ms		Content: Europe gary 470676 49
     [java] Duration:	2 ms		Content: Europe carol 280172 36
     [java] Duration:	26 ms		Content: Europe gary 347887 36
     [java] Duration:	2 ms		Content: Europe gary 1039907 57
     [java] Duration:	2 ms		Content: Europe eve 122685 43
     [java] Duration:	2 ms		Content: Europe alice 883686 32
     [java] Duration:	2 ms		Content: Europe carol 742920 30
     [java] Duration:	2 ms		Content: Europe alice 49356 38
     [java] Duration:	2 ms		Content: Europe carol 347535 42
     [java] Duration:	4 ms		Content: Europe alice 41017 35
     [java] Duration:	2 ms		Content: Europe eve 718518 37
     [java] Duration:	25 ms		Content: Europe gary 369071 49
     [java] Duration:	2 ms		Content: Europe gary 662277 54
     [java] Duration:	2 ms		Content: Europe eve 720671 33
     [java] Duration:	2 ms		Content: Europe carol 140382 43
     [java] Duration:	2 ms		Content: Europe gary 31974 47
     [java] Duration:	2 ms		Content: Europe alice 677761 58
     [java] Duration:	2 ms		Content: Europe alice 72257 40
     [java] Duration:	2 ms		Content: Europe eve 651571 35
     [java] Duration:	2 ms		Content: Europe gary 259296 56
     [java] Duration:	2 ms		Content: Europe eve 183096 35
     [java] Duration:	24 ms		Content: Europe carol 386465 51
     [java] Duration:	2 ms		Content: Europe eve 832976 42
     [java] Duration:	2 ms		Content: Europe carol 166251 59
     [java] Duration:	2 ms		Content: Europe gary 480732 46
     [java] Duration:	2 ms		Content: Europe gary 828146 36
     [java] Duration:	2 ms		Content: Europe gary 489932 56
     [java] Duration:	2 ms		Content: Europe carol 590062 35
     [java] Duration:	2 ms		Content: Europe eve 241459 47
     [java] Duration:	2 ms		Content: Europe carol 693913 42
     [java] Duration:	2 ms		Content: Europe alice 1021435 55
     [java] Duration:	25 ms		Content: Europe gary 216491 31
     [java] Duration:	14 ms		Content: Europe alice 219859 58
     [java] Duration:	2 ms		Content: Europe carol 149413 52
     [java] Duration:	2 ms		Content: Europe alice 885329 41
     [java] Duration:	2 ms		Content: Europe alice 466063 48
     [java] Duration:	25 ms		Content: Europe gary 93947 30
     [java] Duration:	2 ms		Content: Europe gary 57858 41
     [java] Duration:	2 ms		Content: Europe carol 376203 40
     [java] Duration:	2 ms		Content: Europe carol 528528 40
     [java] Duration:	2 ms		Content: Europe gary 297351 39
     [java] Duration:	2 ms		Content: Europe alice 39938 43
     [java] Duration:	2 ms		Content: Europe alice 868276 39
     [java] Duration:	2 ms		Content: Europe carol 575679 56
     [java] Duration:	2 ms		Content: Europe gary 350667 37
     [java] Duration:	2 ms		Content: Europe gary 483825 53
     [java] Duration:	25 ms		Content: Europe alice 865822 30
     [java] Duration:	3 ms		Content: Europe gary 672827 47
     [java] Duration:	2 ms		Content: Europe alice 632462 55
     [java] Duration:	2 ms		Content: Europe gary 522163 41
     [java] Duration:	2 ms		Content: Europe carol 254959 39
     [java] Duration:	2 ms		Content: Europe alice 383451 44
     [java] Duration:	2 ms		Content: Europe gary 823482 42
     [java] Duration:	2 ms		Content: Europe eve 748948 49
     [java] Duration:	2 ms		Content: Europe alice 78199 57
     [java] Duration:	26 ms		Content: Europe alice 613847 38
     [java] Duration:	2 ms		Content: Europe carol 764237 43
     [java] Duration:	2 ms		Content: Europe carol 599589 36
     [java] Duration:	2 ms		Content: Europe alice 801373 33
     [java] Duration:	2 ms		Content: Europe eve 625138 46
     [java] Duration:	2 ms		Content: Europe carol 698331 47
     [java] Duration:	2 ms		Content: Europe gary 160696 34
     [java] Duration:	2 ms		Content: Europe gary 805735 30
     [java] Duration:	2 ms		Content: Europe alice 811165 37
     [java] Duration:	2 ms		Content: Europe alice 215672 37
     [java] Duration:	24 ms		Content: Europe alice 227403 50
     [java] Duration:	48 ms		Content: Europe alice 540673 44
     [java] Duration:	2 ms		Content: Europe carol 1041710 34
     [java] Duration:	2 ms		Content: Europe carol 592945 53
     [java] Duration:	2 ms		Content: Europe eve 698051 41
     [java] Duration:	2 ms		Content: Europe eve 53693 54
     [java] Duration:	2 ms		Content: Europe carol 308953 43
     [java] Duration:	2 ms		Content: Europe gary 561178 57
     [java] Duration:	2 ms		Content: Europe eve 654405 54
     [java] Duration:	2 ms		Content: Europe carol 505092 36
     [java] Duration:	26 ms		Content: Europe carol 996649 47
     [java] Duration:	2 ms		Content: Europe carol 475370 50
     [java] Duration:	2 ms		Content: Europe alice 358387 44
     [java] Duration:	2 ms		Content: Europe carol 627120 39
     [java] Duration:	3 ms		Content: Europe eve 780238 39
     [java] Duration:	2 ms		Content: Europe alice 121734 56
     [java] Duration:	3 ms		Content: Europe carol 1045175 47
     [java] Duration:	2 ms		Content: Europe carol 264410 49
     [java] Duration:	2 ms		Content: Europe carol 508963 41
     [java] Duration:	25 ms		Content: Europe eve 543262 53
     [java] Duration:	58 ms		Content: Europe alice 422866 41
     [java] Duration:	2 ms		Content: Europe eve 773653 37
     [java] Duration:	2 ms		Content: Europe alice 863597 39
     [java] Duration:	5 ms		Content: Europe gary 852371 57
     [java] Duration:	85 ms		Content: Europe eve 552391 44
     [java] Duration:	7 ms		Content: Europe eve 452198 46
     [java] Duration:	1 ms		Content: Europe gary 99555 38
     [java] Duration:	1 ms		Content: Europe eve 1007514 39
     [java] Duration:	25 ms		Content: Europe gary 304561 57
     [java] Duration:	2 ms		Content: Europe gary 697800 55
     [java] Duration:	2 ms		Content: Europe eve 188575 34
     [java] Duration:	2 ms		Content: Europe alice 489859 55
     [java] Duration:	2 ms		Content: Europe gary 285076 45
     [java] Duration:	2 ms		Content: Europe gary 461184 56
     [java] Duration:	2 ms		Content: Europe carol 254002 31
     [java] Duration:	2 ms		Content: Europe eve 83450 52
     [java] Duration:	2 ms		Content: Europe alice 769044 38
     [java] Duration:	2 ms		Content: Europe eve 349607 35
     [java] Duration:	25 ms		Content: Europe gary 403237 32
     [java] Duration:	2 ms		Content: Europe alice 701160 47
     [java] Duration:	2 ms		Content: Europe alice 852491 51
     [java] Duration:	2 ms		Content: Europe gary 453431 43
     [java] Duration:	2 ms		Content: Europe eve 7372 35
     [java] Duration:	2 ms		Content: Europe alice 28799 40
     [java] Duration:	2 ms		Content: Europe gary 310245 56
     [java] Duration:	2 ms		Content: Europe alice 288122 39
     [java] Duration:	2 ms		Content: Europe alice 344531 55
     [java] Duration:	2 ms		Content: Europe alice 468736 52
     [java] Duration:	2 ms		Content: Europe gary 1015289 42
     [java] Duration:	2 ms		Content: Europe alice 669246 34
     [java] Duration:	2 ms		Content: Europe alice 690848 47
     [java] Duration:	2 ms		Content: Europe gary 545275 31
     [java] Duration:	2 ms		Content: Europe eve 271454 54
     [java] Duration:	2 ms		Content: Europe alice 389937 50
     [java] Duration:	18 ms		Content: Europe carol 675343 59
     [java] Duration:	2 ms		Content: Europe carol 245205 34
     [java] Duration:	2 ms		Content: Europe gary 473913 35
     [java] Duration:	2 ms		Content: Europe alice 645327 59
     [java] Duration:	2 ms		Content: Europe eve 642637 38
     [java] Duration:	2 ms		Content: Europe carol 526139 49
     [java] Duration:	2 ms		Content: Europe alice 850295 43
     [java] Duration:	2 ms		Content: Europe eve 455630 37
     [java] Duration:	2 ms		Content: Europe alice 82304 33
     [java] Duration:	2 ms		Content: Europe gary 500606 38
     [java] Duration:	2 ms		Content: Europe eve 211935 50
     [java] Duration:	2 ms		Content: Europe eve 716152 55
     [java] Duration:	2 ms		Content: Europe eve 417197 37
     [java] Duration:	2 ms		Content: Europe gary 379207 30
     [java] Duration:	2 ms		Content: Europe gary 343748 54
     [java] Duration:	2 ms		Content: Europe alice 419175 58
     [java] Duration:	2 ms		Content: Europe alice 23218 41
     [java] Duration:	2 ms		Content: Europe alice 699894 55
     [java] Duration:	2 ms		Content: Europe gary 157762 56
     [java] Duration:	2 ms		Content: Europe gary 170018 40
     [java] Duration:	2 ms		Content: Europe gary 946779 34
     [java] Duration:	4 ms		Content: Europe eve 743897 46
     [java] Duration:	2 ms		Content: Europe eve 65698 46
     [java] Duration:	2 ms		Content: Europe eve 4494 56
     [java] Duration:	2 ms		Content: Europe eve 669101 50
     [java] Duration:	2 ms		Content: Europe carol 260052 53
     [java] Duration:	2 ms		Content: Europe alice 503235 51
     [java] Duration:	2 ms		Content: Europe gary 22718 56
     [java] Duration:	2 ms		Content: Europe gary 289542 57
     [java] Duration:	2 ms		Content: Europe carol 1040500 32
     [java] Duration:	2 ms		Content: Europe alice 859533 41
     [java] Duration:	2 ms		Content: Europe alice 959384 57
     [java] Duration:	2 ms		Content: Europe gary 272203 31
     [java] Duration:	2 ms		Content: Europe carol 1005646 58
     [java] Duration:	2 ms		Content: Europe carol 947756 48
     [java] Duration:	2 ms		Content: Europe carol 80112 48
     [java] Duration:	2 ms		Content: Europe carol 444548 52
     [java] Duration:	2 ms		Content: Europe gary 356969 46
     [java] Duration:	2 ms		Content: Europe carol 169351 46
     [java] Duration:	2 ms		Content: Europe eve 555528 50
     [java] Duration:	2 ms		Content: Europe gary 947762 53
     [java] Duration:	2 ms		Content: Europe carol 582882 36
     [java] Duration:	2 ms		Content: Europe eve 219028 46
     [java] Duration:	2 ms		Content: Europe alice 40478 38
     [java] Duration:	2 ms		Content: Europe carol 108400 47
     [java] Duration:	2 ms		Content: Europe gary 1033282 36
     [java] Duration:	2 ms		Content: Europe carol 407913 49
     [java] Duration:	2 ms		Content: Europe eve 1031826 35
     [java] Duration:	2 ms		Content: Europe carol 949332 57
     [java] Duration:	2 ms		Content: Europe carol 634128 42
     [java] Duration:	2 ms		Content: Europe carol 241815 41
     [java] Duration:	2 ms		Content: Europe gary 486714 33
     [java] Duration:	2 ms		Content: Europe eve 117570 42
     [java] Duration:	2 ms		Content: Europe alice 411353 33
     [java] Duration:	2 ms		Content: Europe alice 993285 51
     [java] Duration:	2 ms		Content: Europe alice 324623 50
     [java] Duration:	2 ms		Content: Europe eve 831446 52
     [java] Duration:	2 ms		Content: Europe carol 156788 33
     [java] Duration:	2 ms		Content: Europe gary 604373 57
     [java] Duration:	2 ms		Content: Europe gary 1020344 50
     [java] Duration:	2 ms		Content: Europe gary 66490 41
     [java] Duration:	2 ms		Content: Europe gary 931476 53
     [java] Duration:	2 ms		Content: Europe carol 39660 32
     [java] Duration:	2 ms		Content: Europe gary 216512 59
     [java] Duration:	2 ms		Content: Europe eve 656953 38
     [java] Duration:	2 ms		Content: Europe gary 504750 56
     [java] Duration:	2 ms		Content: Europe alice 811395 31
     [java] Duration:	2 ms		Content: Europe eve 56565 39
     [java] Duration:	2 ms		Content: Europe eve 715141 52
     [java] Duration:	2 ms		Content: Europe gary 59152 35
     [java] Duration:	2 ms		Content: Europe eve 71887 56
     [java] Duration:	2 ms		Content: Europe eve 509761 38
     [java] Duration:	2 ms		Content: Europe eve 71853 41
     [java] Duration:	2 ms		Content: Europe carol 27763 47
     [java] Duration:	2 ms		Content: Europe alice 112133 39
     [java] Duration:	2 ms		Content: Europe alice 300945 40
     [java] Duration:	2 ms		Content: Europe gary 500459 45
     [java] Duration:	2 ms		Content: Europe alice 514477 50
     [java] Duration:	2 ms		Content: Europe gary 145215 52
     [java] Duration:	2 ms		Content: Europe alice 989330 50
     [java] Duration:	2 ms		Content: Europe eve 517215 46
     [java] Duration:	2 ms		Content: Europe carol 516387 42
     [java] Duration:	2 ms		Content: Europe carol 213081 53
     [java] Duration:	2 ms		Content: Europe carol 983546 46
     [java] Duration:	2 ms		Content: Europe carol 38277 39
     [java] Duration:	2 ms		Content: Europe gary 717133 39
     [java] Duration:	2 ms		Content: Europe carol 43460 34
     [java] Duration:	2 ms		Content: Europe gary 214411 34
     [java] Duration:	2 ms		Content: Europe eve 456121 40
     [java] Duration:	2 ms		Content: Europe gary 926797 45
     [java] Duration:	2 ms		Content: Europe carol 477513 46
     [java] Duration:	2 ms		Content: Europe eve 615844 34
     [java] Duration:	2 ms		Content: Europe gary 40369 30
     [java] Duration:	2 ms		Content: Europe eve 874924 45
     [java] Duration:	2 ms		Content: Europe carol 290844 41
     [java] Duration:	2 ms		Content: Europe carol 1027105 43
     [java] Duration:	2 ms		Content: Europe gary 672093 57
     [java] Duration:	2 ms		Content: Europe alice 850042 46
     [java] Duration:	2 ms		Content: Europe alice 630833 54
     [java] Duration:	2 ms		Content: Europe carol 801852 42
     [java] Duration:	2 ms		Content: Europe eve 432336 44
     [java] Duration:	2 ms		Content: Europe gary 228539 31
     [java] Duration:	2 ms		Content: Europe alice 297351 47
     [java] Duration:	2 ms		Content: Europe gary 137445 58
     [java] Duration:	2 ms		Content: Europe carol 975304 40
     [java] Duration:	2 ms		Content: Europe gary 703649 35
     [java] Duration:	2 ms		Content: Europe alice 256590 33
     [java] Duration:	2 ms		Content: Europe gary 480826 44
     [java] Duration:	2 ms		Content: Europe gary 901902 54
     [java] Duration:	3 ms		Content: Europe carol 500804 45
     [java] Duration:	2 ms		Content: Europe carol 567043 50
     [java] Duration:	2 ms		Content: Europe gary 36107 58
     [java] Duration:	2 ms		Content: Europe gary 1008767 47
     [java] Duration:	2 ms		Content: Europe carol 828833 43
     [java] Duration:	2 ms		Content: Europe gary 806233 33
     [java] Duration:	2 ms		Content: Europe gary 904763 41
     [java] Duration:	2 ms		Content: Europe eve 236957 38
     [java] Duration:	2 ms		Content: Europe eve 764500 43
     [java] Duration:	2 ms		Content: Europe alice 387668 46
     [java] Duration:	2 ms		Content: Europe eve 918880 51
     [java] Duration:	2 ms		Content: Europe carol 935317 34
     [java] Duration:	4 ms		Content: Europe alice 465194 51
     [java] Duration:	2 ms		Content: Europe eve 7539 39
     [java] Duration:	2 ms		Content: Europe carol 850550 46
     [java] Duration:	2 ms		Content: Europe gary 968268 47
     [java] Duration:	2 ms		Content: Europe eve 810681 39
     [java] Duration:	2 ms		Content: Europe gary 119731 41
     [java] Duration:	2 ms		Content: Europe carol 832925 50
     [java] Duration:	2 ms		Content: Europe alice 765060 33
     [java] Duration:	2 ms		Content: Europe alice 918123 32
     [java] Duration:	2 ms		Content: Europe gary 133660 48
     [java] Duration:	2 ms		Content: Europe alice 29109 50
     [java] Duration:	2 ms		Content: Europe eve 875858 58
     [java] Duration:	2 ms		Content: Europe gary 986102 52
     [java] Duration:	2 ms		Content: Europe alice 5143 45
     [java] Duration:	2 ms		Content: Europe alice 118621 52
     [java] Duration:	2 ms		Content: Europe eve 28961 31
     [java] Duration:	2 ms		Content: Europe alice 1015017 39
     [java] Duration:	2 ms		Content: Europe carol 563761 45
     [java] Duration:	2 ms		Content: Europe alice 630061 47
     [java] Duration:	2 ms		Content: Europe eve 805415 51
     [java] Duration:	2 ms		Content: Europe eve 182810 44
     [java] Duration:	2 ms		Content: Europe eve 331229 45
     [java] Duration:	2 ms		Content: Europe eve 397362 49
     [java] Duration:	2 ms		Content: Europe eve 320412 52
     [java] Duration:	2 ms		Content: Europe eve 79329 55
     [java] Duration:	2 ms		Content: Europe carol 170696 39
     [java] Duration:	2 ms		Content: Europe alice 996507 51
     [java] Duration:	2 ms		Content: Europe alice 713820 38
     [java] Duration:	2 ms		Content: Europe alice 922048 40
     [java] Duration:	2 ms		Content: Europe alice 483782 38
     [java] Duration:	2 ms		Content: Europe gary 456219 51
     [java] Duration:	2 ms		Content: Europe alice 378460 49
     [java] Duration:	2 ms		Content: Europe gary 813202 47
     [java] Duration:	2 ms		Content: Europe gary 227520 50
     [java] Duration:	2 ms		Content: Europe gary 26105 37
     [java] Duration:	2 ms		Content: Europe carol 538942 42
     [java] Duration:	2 ms		Content: Europe eve 869820 53
     [java] Duration:	2 ms		Content: Europe gary 457246 55
     [java] Duration:	2 ms		Content: Europe gary 433625 52
     [java] Duration:	2 ms		Content: Europe gary 351401 33
     [java] Duration:	2 ms		Content: Europe carol 875981 58
     [java] Duration:	3 ms		Content: Europe eve 610552 54
     [java] Duration:	2 ms		Content: Europe carol 544322 57
     [java] Duration:	3 ms		Content: Europe eve 547641 56
     [java] Duration:	2 ms		Content: Europe gary 44462 37
     [java] Duration:	2 ms		Content: Europe carol 498163 30
     [java] Duration:	3 ms		Content: Europe alice 258673 37
     [java] Duration:	2 ms		Content: Europe carol 91384 57
     [java] Duration:	2 ms		Content: Europe gary 645940 54
     [java] Duration:	2 ms		Content: Europe gary 120573 31
     [java] Duration:	2 ms		Content: Europe gary 576648 41
     [java] Duration:	2 ms		Content: Europe gary 580548 54
     [java] Duration:	2 ms		Content: Europe carol 1023992 32
     [java] Duration:	2 ms		Content: Europe carol 2613 56
     [java] Duration:	2 ms		Content: Europe alice 129334 51
     [java] Duration:	2 ms		Content: Europe carol 84411 34
     [java] Duration:	2 ms		Content: Europe gary 389759 32
     [java] Duration:	2 ms		Content: Europe eve 656920 50
     [java] Duration:	2 ms		Content: Europe carol 498904 50
     [java] Duration:	3 ms		Content: Europe carol 771275 34
     [java] Duration:	2 ms		Content: Europe carol 744817 44
     [java] Duration:	2 ms		Content: Europe eve 889512 55
     [java] Duration:	2 ms		Content: Europe alice 240086 38
     [java] Duration:	2 ms		Content: Europe alice 640915 46
     [java] Duration:	2 ms		Content: Europe carol 533800 54
     [java] Duration:	2 ms		Content: Europe gary 976021 39
     [java] Duration:	2 ms		Content: Europe eve 396341 57
     [java] Duration:	2 ms		Content: Europe alice 531050 39
     [java] Duration:	7 ms		Content: Europe carol 943394 55
     [java] Duration:	2 ms		Content: Europe carol 360572 48
     [java] Duration:	2 ms		Content: Europe carol 124325 50
     [java] Duration:	2 ms		Content: Europe gary 834513 43
     [java] Duration:	1 ms		Content: Europe alice 840929 47
     [java] Duration:	1 ms		Content: Europe alice 226606 50
     [java] Duration:	2 ms		Content: Europe gary 162584 43
     [java] Duration:	9 ms		Content: Europe carol 926176 44
     [java] Duration:	2 ms		Content: Europe carol 313997 47
     [java] Duration:	2 ms		Content: Europe alice 266363 33
     [java] Duration:	2 ms		Content: Europe carol 181668 32
     [java] Duration:	2 ms		Content: Europe carol 311823 55
     [java] Duration:	2 ms		Content: Europe alice 884023 52
     [java] Duration:	2 ms		Content: Europe gary 83561 30
     [java] Duration:	2 ms		Content: Europe gary 214996 55
     [java] Duration:	2 ms		Content: Europe eve 286354 57
     [java] Duration:	1 ms		Content: Europe alice 482500 43
     [java] Duration:	2 ms		Content: Europe carol 599708 51
     [java] Duration:	1 ms		Content: Europe alice 826012 43
     [java] Duration:	2 ms		Content: Europe carol 310233 41
     [java] Duration:	17 ms		Content: Europe carol 669369 55
     [java] Duration:	2 ms		Content: Europe carol 910302 45
     [java] Duration:	2 ms		Content: Europe alice 302646 38
     [java] Duration:	2 ms		Content: Europe carol 27145 33
     [java] Duration:	2 ms		Content: Europe eve 929973 44
     [java] Duration:	2 ms		Content: Europe alice 1036519 58
     [java] Duration:	2 ms		Content: Europe alice 237210 44
     [java] Duration:	2 ms		Content: Europe gary 741684 38
     [java] Duration:	2 ms		Content: Europe eve 231434 38
     [java] Duration:	2 ms		Content: Europe carol 508211 58
     [java] Duration:	2 ms		Content: Europe alice 396746 39
     [java] Duration:	2 ms		Content: Europe alice 294847 44
     [java] Duration:	2 ms		Content: Europe eve 484637 33
     [java] Duration:	5 ms		Content: Europe gary 370565 59
     [java] Duration:	2 ms		Content: Europe eve 490321 33
     [java] Duration:	2 ms		Content: Europe carol 126189 45
     [java] Duration:	2 ms		Content: Europe eve 494908 46
     [java] Duration:	2 ms		Content: Europe eve 592565 32
     [java] Duration:	2 ms		Content: Europe gary 109597 58
     [java] Duration:	2 ms		Content: Europe gary 510373 48
     [java] Duration:	2 ms		Content: Europe alice 309858 54
     [java] Duration:	2 ms		Content: Europe gary 700384 32
     [java] Duration:	3 ms		Content: Europe carol 879773 33
     [java] Duration:	3 ms		Content: Europe alice 371597 43
     [java] Duration:	2 ms		Content: Europe eve 467 51
     [java] Duration:	2 ms		Content: Europe eve 924531 35
     [java] Duration:	2 ms		Content: Europe eve 846945 45
     [java] Duration:	2 ms		Content: Europe eve 273983 36
     [java] Duration:	2 ms		Content: Europe eve 384216 43
     [java] Duration:	2 ms		Content: Europe alice 97447 40
     [java] Duration:	2 ms		Content: Europe gary 846492 41
     [java] Duration:	2 ms		Content: Europe eve 993234 30
     [java] Duration:	2 ms		Content: Europe carol 966099 31
     [java] Duration:	2 ms		Content: Europe gary 11439 50
     [java] Duration:	2 ms		Content: Europe eve 211415 43
     [java] Duration:	2 ms		Content: Europe gary 38191 47
     [java] Duration:	2 ms		Content: Europe carol 394160 35
     [java] Duration:	2 ms		Content: Europe gary 121004 58
     [java] Duration:	2 ms		Content: Europe gary 1010366 36
     [java] Duration:	2 ms		Content: Europe eve 263050 50
     [java] Duration:	2 ms		Content: Europe alice 768566 59
